latitude,longitude,scientific_name
35.771732,-79.894314,Anaxyrus fowleri
35.491863,-81.202647,Anaxyrus fowleri
30.514915,-91.719003,Anaxyrus fowleri
30.478526,-90.037575,Anaxyrus fowleri
40.38266,-74.349782,Anaxyrus fowleri
32.7407033333,-94.1709283333,Anaxyrus fowleri
40.200983,-74.300908,Anaxyrus fowleri
31.42179053,-93.76850072,Anaxyrus fowleri
39.817618,-74.534875,Anaxyrus fowleri
31.9351616667,-95.885505,Anaxyrus fowleri
31.9343866667,-95.887055,Anaxyrus fowleri
32.514224,-92.146532,Anaxyrus fowleri
31.93503,-95.8845883333,Anaxyrus fowleri
31.988825,-95.8866666667,Anaxyrus fowleri
31.8769680075,-95.9267609261,Anaxyrus fowleri
37.548797,-77.513008,Anaxyrus fowleri
36.80638034,-78.56642144,Anaxyrus fowleri
33.506362,-94.390047,Anaxyrus fowleri
33.506366,-94.39024,Anaxyrus fowleri
39.873405,-74.3937533333,Anaxyrus fowleri
32.532154,-92.070618,Anaxyrus fowleri
30.2533243038,-94.1703780369,Anaxyrus fowleri
30.254598,-94.170925,Anaxyrus fowleri
30.25473,-94.170543,Anaxyrus fowleri
30.25175747,-94.17774322,Anaxyrus fowleri
30.254425,-94.1700888889,Anaxyrus fowleri
30.255147,-94.169378,Anaxyrus fowleri
30.2544717,-94.17483126,Anaxyrus fowleri
31.9351111111,-95.8854361111,Anaxyrus fowleri
40.10738,-74.434976,Anaxyrus fowleri
39.298866272,-84.6935043335,Anaxyrus fowleri
32.642885,-92.042955,Anaxyrus fowleri
35.1998,-87.03084,Anaxyrus fowleri
32.502182,-92.119162,Anaxyrus fowleri
39.0290416667,-76.7972866667,Anaxyrus fowleri
39.0301388333,-76.7975783333,Anaxyrus fowleri
37.549273,-77.512944,Anaxyrus fowleri
37.36012065,-88.91804459,Anaxyrus fowleri
30.25514,-94.17282,Anaxyrus fowleri
37.941202,-75.357531,Anaxyrus fowleri
39.87363,-89.6214666667,Anaxyrus fowleri
40.421693,-74.979369,Anaxyrus fowleri
